"","V1"
"4295","TC005659"
"4296","TC005660"
"4297","TC005666"
"4298","TC005671"
"4299","TC005673"
"4300","TC005685"
"4301","TC005692"
"4302","TC005693"
"4303","TC005694"
"4304","TC005695"
"4305","TC005699"
"4306","TC005700"
"4307","TC005705"
"4308","TC005718"
"4309","TC005726"
"4310","TC005728"
"4311","TC005734"
"4312","TC005735"
"4313","TC005737"
"4314","TC005738"
"4315","TC005755"
"4316","TC005765"
"4317","TC005766"
"4318","TC005768"
"4319","TC005778"
"4320","TC005779"
"4321","TC005782"
"4322","TC005783"
"4323","TC005790"
"4324","TC005795"
"4325","TC005813"
"4326","TC005821"
"4327","TC005822"
"4328","TC005824"
"4329","TC005825"
"4330","TC005827"
"4331","TC005835"
"4332","TC005838"
"4333","TC005839"
"4334","TC005843"
"4335","TC005852"
"4336","TC005859"
"4337","TC005863"
"4338","TC005873"
"4339","TC005878"
"4340","TC005885"
"4341","TC005912"
"4342","TC005923"
"4343","TC005932"
"4344","TC005934"
"4345","TC005936"
"4346","TC005938"
"4347","TC005939"
"4348","TC005941"
"4349","TC005944"
"4350","TC005949"
"4351","TC005950"
"4352","TC005957"
"4353","TC005958"
"4354","TC005962"
"4355","TC005966"
"4356","TC005967"
"4357","TC005971"
"4358","TC005973"
"4359","TC005983"
"4360","TC005999"
"4361","TC006003"
"4362","TC006005"
"4363","TC006007"
"4364","TC006011"
"4365","TC006012"
"4366","TC006016"
"4367","TC006040"
"4368","TC006058"
"4369","TC006059"
"4370","TC006064"
"4371","TC006083"
"4372","TC006088"
"4373","TC006093"
"4374","TC006107"
"4375","TC006113"
"4376","TC006118"
"4377","TC006130"
"4378","TC006140"
"4379","TC006142"
"4380","TC006155"
"4381","TC006156"
"4382","TC006164"
"4383","TC006165"
"4384","TC006167"
"4385","TC006178"
"4386","TC006180"
"4387","TC006208"
"4388","TC006212"
"4389","TC006214"
"4390","TC006223"
"4391","TC006225"
"4392","TC006233"
"4393","TC006251"
"4394","TC006265"
"4395","TC006267"
"4396","TC006273"
"4397","TC006275"
"4398","TC006279"
"4399","TC006283"
"4400","TC006285"
"4401","TC006289"
"4402","TC006297"
"4403","TC006299"
"4404","TC006302"
"4405","TC006304"
"4406","TC006317"
"4407","TC006319"
"4408","TC006335"
"4409","TC006338"
"4410","TC006339"
"4411","TC006340"
"4412","TC006341"
"4413","TC006342"
"4414","TC006346"
"4415","TC006363"
"4416","TC006364"
"4417","TC006366"
"4418","TC006369"
"4419","TC006373"
"4420","TC006376"
"4421","TC006377"
"4422","TC006382"
"4423","TC006386"
"4424","TC006387"
"4425","TC006394"
"4426","TC006401"
"4427","TC006402"
"4428","TC006410"
"4429","TC006416"
"4430","TC006418"
"4431","TC006420"
"4432","TC006421"
"4433","TC006424"
"4434","TC006426"
"4435","TC006430"
"4436","TC006440"
"4437","TC006446"
"4438","TC006469"
"4439","TC006473"
"4440","TC006475"
"4441","TC006478"
"4442","TC006479"
"4443","TC006480"
"4444","TC006491"
"4445","TC006497"
"4446","TC006502"
"4447","TC006504"
"4448","TC006508"
"4449","TC006521"
"4450","TC006525"
"4451","TC006531"
"4452","TC006535"
"4453","TC006537"
"4454","TC006541"
"4455","TC006543"
"4456","TC006547"
"4457","TC006562"
"4458","TC006563"
"4459","TC006576"
"4460","TC006577"
"4461","TC006597"
"4462","TC006615"
"4463","TC006617"
"4464","TC006618"
"4465","TC006626"
"4466","TC006638"
"4467","TC006639"
"4468","TC006640"
"4469","TC006645"
"4470","TC006646"
"4471","TC006647"
"4472","TC006650"
"4473","TC006654"
"4474","TC006655"
"4475","TC006656"
"4476","TC006664"
"4477","TC006671"
"4478","TC006674"
"4479","TC006675"
"4480","TC006680"
"4481","TC006681"
"4482","TC006682"
"4483","TC006683"
"4484","TC006685"
"4485","TC006686"
"4486","TC006687"
"4487","TC006691"
"4488","TC006695"
"4489","TC006703"
"4490","TC006718"
"4491","TC006721"
"4492","TC006722"
"4493","TC006723"
"4494","TC006731"
"4495","TC006738"
"4496","TC006741"
"4497","TC006744"
"4498","TC006752"
"4499","TC006757"
"4500","TC006761"
"4501","TC006766"
"4502","TC006767"
"4503","TC006771"
"4504","TC006772"
"4505","TC006780"
"4506","TC006781"
"4507","TC006783"
"4508","TC006790"
"4509","TC006791"
"4510","TC006800"
"4511","TC006812"
"4512","TC006816"
"4513","TC006822"
"4514","TC006823"
"4515","TC006849"
"4516","TC006852"
"4517","TC006855"
"4518","TC006856"
"4519","TC006877"
"4520","TC006890"
"4521","TC006895"
"4522","TC006896"
"4523","TC006897"
"4524","TC006899"
"4525","TC006918"
"4526","TC006953"
"4527","TC006973"
"4528","TC006974"
"4529","TC006975"
"4530","TC006985"
"4531","TC006988"
"4532","TC006989"
"4533","TC006996"
"4534","TC007001"
"4535","TC007004"
"4536","TC007018"
"4537","TC007021"
"4538","TC007040"
"4539","TC007041"
"4540","TC007048"
"4541","TC007049"
"4542","TC007052"
"4543","TC007054"
"4544","TC007064"
"4545","TC007065"
"4546","TC007078"
"4547","TC007084"
"4548","TC007085"
"4549","TC007088"
"4550","TC007091"
"4551","TC007095"
"4552","TC007100"
"4553","TC007106"
"4554","TC007108"
"4555","TC007109"
"4556","TC007115"
"4557","TC007116"
"4558","TC007118"
"4559","TC007122"
"4560","TC007125"
"4561","TC007126"
"4562","TC007132"
"4563","TC007133"
"4564","TC007134"
"4565","TC007137"
"4566","TC007138"
"4567","TC007140"
"4568","TC007149"
"4569","TC007150"
"4570","TC007160"
"4571","TC007161"
"4572","TC007162"
"4573","TC007166"
"4574","TC007196"
"4575","TC007215"
"4576","TC007216"
"4577","TC007217"
"4578","TC007218"
"4579","TC007219"
"4580","TC007224"
"4581","TC007225"
"4582","TC007231"
"4583","TC007234"
"4584","TC007237"
"4585","TC007238"
"4586","TC007239"
"4587","TC007242"
"4588","TC007245"
"4589","TC007249"
"4590","TC007254"
"4591","TC007261"
"4592","TC007262"
"4593","TC007265"
"4594","TC007266"
"4595","TC007275"
"4596","TC007288"
"4597","TC007293"
"4598","TC007294"
"4599","TC007296"
"4600","TC007306"
"4601","TC007307"
"4602","TC007309"
"4603","TC007323"
"4604","TC007327"
"4605","TC007334"
"4606","TC007338"
"4607","TC007340"
"4608","TC007345"
"4609","TC007355"
"4610","TC007358"
"4611","TC007367"
"4612","TC007368"
"4613","TC007374"
"4614","TC007377"
"4615","TC007378"
"4616","TC007379"
"4617","TC007386"
"4618","TC007387"
"4619","TC007388"
"4620","TC007389"
"4621","TC007391"
"4622","TC007400"
"4623","TC007401"
"4624","TC007402"
"4625","TC007404"
"4626","TC007405"
"4627","TC007407"
"4628","TC007408"
"4629","TC007411"
"4630","TC007414"
"4631","TC007416"
"4632","TC007425"
"4633","TC007429"
"4634","TC007440"
"4635","TC007442"
"4636","TC007445"
"4637","TC007449"
"4638","TC007450"
"4639","TC007451"
"4640","TC007455"
"4641","TC007459"
"4642","TC007461"
"4643","TC007462"
"4644","TC007492"
"4645","TC007494"
"4646","TC007504"
"4647","TC007508"
"4648","TC007509"
"4649","TC007513"
"4650","TC007518"
"4651","TC007522"
"4652","TC007524"
"4653","TC007526"
"4654","TC007527"
"4655","TC007554"
"4656","TC007555"
"4657","TC007556"
"4658","TC007559"
"4659","TC007587"
"4660","TC007590"
"4661","TC007596"
"4662","TC007597"
"4663","TC007599"
"4664","TC007601"
"4665","TC007603"
"4666","TC007604"
"4667","TC007605"
"4668","TC007606"
"4669","TC007609"
"4670","TC007610"
"4671","TC007611"
"4672","TC007613"
"4673","TC007614"
"4674","TC007617"
"4675","TC007621"
"4676","TC007622"
"4677","TC007623"
"4678","TC007650"
"4679","TC007661"
"4680","TC007667"
"4681","TC007668"
"4682","TC007669"
"4683","TC007673"
"4684","TC007675"
"4685","TC007677"
"4686","TC007690"
"4687","TC007699"
"4688","TC007704"
"4689","TC007720"
"4690","TC007730"
"4691","TC007739"
"4692","TC007748"
"4693","TC007757"
"4694","TC007762"
"4695","TC007763"
"4696","TC007769"
"4697","TC007773"
"4698","TC007774"
"4699","TC007777"
"4700","TC007780"
"4701","TC007781"
"4702","TC007783"
"4703","TC007798"
"4704","TC007800"
"4705","TC007806"
"4706","TC007812"
"4707","TC007824"
"4708","TC007829"
"4709","TC007835"
"4710","TC007852"
"4711","TC007853"
"4712","TC007863"
"4713","TC007864"
"4714","TC007866"
"4715","TC007867"
"4716","TC007871"
"4717","TC007881"
"4718","TC007888"
"4719","TC007890"
"4720","TC007895"
"4721","TC007897"
"4722","TC007899"
"4723","TC007901"
"4724","TC007902"
"4725","TC007904"
"4726","TC007909"
"4727","TC007917"
"4728","TC007918"
"4729","TC007926"
"4730","TC007939"
"4731","TC007943"
"4732","TC007944"
"4733","TC007947"
"4734","TC007950"
"4735","TC007953"
"4736","TC007977"
"4737","TC007978"
"4738","TC007980"
"4739","TC007982"
"4740","TC007983"
"4741","TC007994"
"4742","TC008003"
"4743","TC008004"
"4744","TC008005"
"4745","TC008008"
"4746","TC008011"
"4747","TC008013"
"4748","TC008020"
"4749","TC008034"
"4750","TC008041"
"4751","TC008044"
"4752","TC008046"
"4753","TC008047"
"4754","TC008048"
"4755","TC008049"
"4756","TC008050"
"4757","TC008052"
"4758","TC008053"
"4759","TC008054"
"4760","TC008055"
"4761","TC008065"
"4762","TC008068"
"4763","TC008069"
"4764","TC008074"
"4765","TC008075"
"4766","TC008076"
"4767","TC008079"
"4768","TC008080"
"4769","TC008081"
"4770","TC008082"
"4771","TC008086"
"4772","TC008089"
"4773","TC008092"
"4774","TC008098"
"4775","TC008103"
"4776","TC008104"
"4777","TC008105"
"4778","TC008106"
"4779","TC008108"
"4780","TC008112"
"4781","TC008114"
"4782","TC008115"
"4783","TC008120"
"4784","TC008132"
"4785","TC008133"
"4786","TC008143"
"4787","TC008144"
"4788","TC008145"
"4789","TC008148"
"4790","TC008155"
"4791","TC008159"
"4792","TC008167"
"4793","TC008174"
"4794","TC008182"
"4795","TC008183"
"4796","TC008184"
"4797","TC008187"
"4798","TC008192"
"4799","TC008193"
"4800","TC008194"
"4801","TC008196"
"4802","TC008206"
"4803","TC008207"
"4804","TC008208"
"4805","TC008212"
"4806","TC008213"
"4807","TC008231"
"4808","TC008232"
"4809","TC008234"
"4810","TC008235"
"4811","TC008236"
"4812","TC008242"
"4813","TC008247"
"4814","TC008248"
"4815","TC008249"
"4816","TC008250"
"4817","TC008252"
"4818","TC008258"
"4819","TC008259"
"4820","TC008269"
"4821","TC008272"
"4822","TC008275"
"4823","TC008277"
"4824","TC008278"
"4825","TC008283"
"4826","TC008295"
"4827","TC008304"
"4828","TC008305"
"4829","TC008306"
"4830","TC008309"
"4831","TC008310"
"4832","TC008313"
"4833","TC008319"
"4834","TC008327"
"4835","TC008328"
"4836","TC008330"
"4837","TC008344"
"4838","TC008345"
"4839","TC008346"
"4840","TC008347"
"4841","TC008360"
"4842","TC008362"
"4843","TC008373"
"4844","TC008374"
"4845","TC008375"
"4846","TC008376"
"4847","TC008377"
"4848","TC008378"
"4849","TC008379"
"4850","TC008381"
"4851","TC008392"
"4852","TC008398"
"4853","TC008399"
"4854","TC008404"
"4855","TC008406"
"4856","TC008410"
"4857","TC008411"
"4858","TC008429"
"4859","TC008432"
"4860","TC008434"
"4861","TC008436"
"4862","TC008437"
"4863","TC008442"
"4864","TC008450"
"4865","TC008458"
"4866","TC008463"
"4867","TC008467"
"4868","TC008482"
"4869","TC008497"
"4870","TC008507"
"4871","TC008508"
"4872","TC008509"
"4873","TC008533"
"4874","TC008536"
"4875","TC008547"
"4876","TC008548"
"4877","TC008549"
"4878","TC008550"
"4879","TC008557"
"4880","TC008584"
"4881","TC008600"
"4882","TC008601"
"4883","TC008605"
"4884","TC008607"
"4885","TC008609"
"4886","TC008621"
"4887","TC008622"
"4888","TC008624"
"4889","TC008625"
"4890","TC008626"
"4891","TC008627"
"4892","TC008634"
"4893","TC008636"
"4894","TC008647"
"4895","TC008683"
"4896","TC008694"
"4897","TC008700"
"4898","TC008701"
"4899","TC008706"
"4900","TC008715"
"4901","TC008739"
"4902","TC008740"
"4903","TC008741"
"4904","TC008743"
"4905","TC008745"
"4906","TC008746"
"4907","TC008747"
"4908","TC008748"
"4909","TC008749"
"4910","TC008751"
"4911","TC008755"
"4912","TC008764"
"4913","TC008766"
"4914","TC008767"
"4915","TC008770"
"4916","TC008771"
"4917","TC008788"
"4918","TC008789"
"4919","TC008792"
"4920","TC008805"
"4921","TC008822"
"4922","TC008823"
"4923","TC008824"
"4924","TC008825"
"4925","TC008836"
"4926","TC008843"
"4927","TC008845"
"4928","TC008850"
"4929","TC008866"
"4930","TC008870"
"4931","TC008888"
"4932","TC008892"
"4933","TC008893"
"4934","TC008894"
"4935","TC008902"
"4936","TC008904"
"4937","TC008906"
"4938","TC008911"
"4939","TC008913"
"4940","TC008916"
"4941","TC008924"
"4942","TC008932"
"4943","TC008937"
"4944","TC008942"
"4945","TC008943"
"4946","TC008944"
"4947","TC008945"
"4948","TC008949"
"4949","TC008950"
"4950","TC008968"
"4951","TC008973"
"4952","TC008978"
"4953","TC008980"
"4954","TC008988"
"4955","TC008991"
"4956","TC009002"
"4957","TC009004"
"4958","TC009005"
"4959","TC009006"
"4960","TC009007"
"4961","TC009008"
"4962","TC009009"
"4963","TC009020"
"4964","TC009021"
"4965","TC009030"
"4966","TC009032"
"4967","TC009033"
"4968","TC009036"
"4969","TC009041"
"4970","TC009043"
"4971","TC009045"
"4972","TC009054"
"4973","TC009055"
"4974","TC009056"
"4975","TC009060"
"4976","TC009062"
"4977","TC009064"
"4978","TC009078"
"4979","TC009079"
"4980","TC009088"
"4981","TC009101"
"4982","TC009130"
"4983","TC009134"
"4984","TC009135"
"4985","TC009136"
"4986","TC009143"
"4987","TC009144"
"4988","TC009152"
"4989","TC009155"
"4990","TC009156"
"4991","TC009159"
"4992","TC009182"
"4993","TC009190"
"4994","TC009203"
"4995","TC009211"
"4996","TC009218"
"4997","TC009221"
"4998","TC009222"
"4999","TC009229"
"5000","TC009233"
"5001","TC009238"
"5002","TC009242"
"5003","TC009243"
"5004","TC009245"
"5005","TC009246"
"5006","TC009247"
"5007","TC009248"
"5008","TC009256"
"5009","TC009269"
"5010","TC009272"
"5011","TC009274"
"5012","TC009276"
"5013","TC009277"
"5014","TC009281"
"5015","TC009285"
"5016","TC009291"
"5017","TC009296"
"5018","TC009298"
"5019","TC009300"
"5020","TC009301"
"5021","TC009307"
"5022","TC009317"
"5023","TC009323"
"5024","TC009333"
"5025","TC009334"
"5026","TC009335"
"5027","TC009350"
"5028","TC009353"
"5029","TC009357"
"5030","TC009379"
"5031","TC009430"
"5032","TC009431"
"5033","TC009454"
"5034","TC009466"
"5035","TC009474"
"5036","TC009475"
"5037","TC009477"
"5038","TC009478"
"5039","TC009479"
"5040","TC009496"
"5041","TC009510"
"5042","TC009516"
"5043","TC009518"
"5044","TC009522"
"5045","TC009523"
"5046","TC009525"
"5047","TC009533"
"5048","TC009534"
"5049","TC009554"
"5050","TC009564"
"5051","TC009573"
"5052","TC009581"
"5053","TC009585"
"5054","TC009589"
"5055","TC009609"
"5056","TC009616"
"5057","TC009621"
"5058","TC009662"
"5059","TC009663"
"5060","TC009668"
"5061","TC009674"
"5062","TC009679"
"5063","TC009685"
"5064","TC009686"
"5065","TC009687"
"5066","TC009688"
"5067","TC009689"
"5068","TC009726"
"5069","TC009728"
"5070","TC009732"
"5071","TC009734"
"5072","TC009737"
"5073","TC009747"
"5074","TC009748"
"5075","TC009751"
"5076","TC009762"
"5077","TC009764"
"5078","TC009791"
"5079","TC009811"
"5080","TC009821"
"5081","TC009823"
"5082","TC009826"
"5083","TC009828"
"5084","TC009843"
"5085","TC009844"
"5086","TC009853"
"5087","TC009855"
"5088","TC009857"
"5089","TC009859"
"5090","TC009860"
"5091","TC009863"
"5092","TC009864"
"5093","TC009867"
"5094","TC009868"
"5095","TC009873"
"5096","TC009880"
"5097","TC009881"
"5098","TC009882"
"5099","TC009886"
"5100","TC009898"
"5101","TC009905"
"5102","TC009908"
"5103","TC009909"
"5104","TC009910"
"5105","TC009913"
"5106","TC009920"
"5107","TC009921"
"5108","TC009936"
"5109","TC009942"
"5110","TC009952"
"5111","TC009953"
"5112","TC009954"
"5113","TC009964"
"5114","TC009969"
"5115","TC009971"
"5116","TC009974"
"5117","TC009980"
"5118","TC009983"
"5119","TC009992"
"5120","TC009995"
"5121","TC009999"
"5122","TC010014"
"5123","TC010016"
"5124","TC010020"
"5125","TC010031"
"5126","TC010046"
"5127","TC010053"
"5128","TC010060"
"5129","TC010065"
"5130","TC010073"
"5131","TC010077"
"5132","TC010078"
"5133","TC010080"
"5134","TC010083"
"5135","TC010112"
"5136","TC010116"
"5137","TC010118"
"5138","TC010134"
"5139","TC010135"
"5140","TC010136"
"5141","TC010140"
"5142","TC010151"
"5143","TC010180"
"5144","TC010183"
"5145","TC010190"
"5146","TC010193"
"5147","TC010202"
"5148","TC010204"
"5149","TC010219"
"5150","TC010258"
"5151","TC010260"
"5152","TC010261"
"5153","TC010262"
"5154","TC010263"
"5155","TC010265"
"5156","TC010300"
"5157","TC010311"
"5158","TC010312"
"5159","TC010313"
"5160","TC010319"
"5161","TC010338"
"5162","TC010341"
"5163","TC010370"
"5164","TC010373"
"5165","TC010379"
"5166","TC010387"
"5167","TC010391"
"5168","TC010396"
"5169","TC010397"
"5170","TC010416"
"5171","TC010421"
"5172","TC010424"
"5173","TC010430"
"5174","TC010432"
"5175","TC010439"
"5176","TC010443"
"5177","TC010446"
"5178","TC010463"
"5179","TC010465"
"5180","TC010471"
"5181","TC010484"
"5182","TC010486"
"5183","TC010487"
"5184","TC010497"
"5185","TC010499"
"5186","TC010502"
"5187","TC010510"
"5188","TC010511"
"5189","TC010513"
"5190","TC010514"
"5191","TC010524"
"5192","TC010529"
"5193","TC010535"
"5194","TC010541"
"5195","TC010542"
"5196","TC010543"
"5197","TC010544"
"5198","TC010548"
"5199","TC010552"
"5200","TC010561"
"5201","TC010582"
"5202","TC010583"
"5203","TC010585"
"5204","TC010591"
"5205","TC010598"
"5206","TC010610"
"5207","TC010638"
"5208","TC010643"
"5209","TC010647"
"5210","TC010667"
"5211","TC010673"
"5212","TC010674"
"5213","TC010701"
"5214","TC010715"
"5215","TC010718"
"5216","TC010729"
"5217","TC010730"
"5218","TC010731"
"5219","TC010732"
"5220","TC010733"
"5221","TC010734"
"5222","TC010737"
"5223","TC010756"
"5224","TC010762"
"5225","TC010768"
"5226","TC010775"
"5227","TC010777"
"5228","TC010782"
"5229","TC010787"
"5230","TC010790"
"5231","TC010792"
"5232","TC010793"
"5233","TC010794"
"5234","TC010797"
"5235","TC010800"
"5236","TC010802"
"5237","TC010810"
"5238","TC010812"
"5239","TC010815"
"5240","TC010819"
"5241","TC010829"
"5242","TC010834"
"5243","TC010849"
"5244","TC010859"
"5245","TC010861"
"5246","TC010862"
"5247","TC010865"
"5248","TC010867"
"5249","TC010879"
"5250","TC010880"
"5251","TC010890"
"5252","TC010891"
"5253","TC010915"
"5254","TC010916"
"5255","TC010918"
"5256","TC010943"
"5257","TC010950"
"5258","TC010963"
"5259","TC010968"
"5260","TC010971"
"5261","TC010972"
"5262","TC010978"
"5263","TC010991"
"5264","TC011008"
"5265","TC011027"
"5266","TC011032"
"5267","TC011036"
"5268","TC011048"
"5269","TC011065"
"5270","TC011074"
"5271","TC011077"
"5272","TC011078"
"5273","TC011083"
"5274","TC011084"
"5275","TC011091"
"5276","TC011094"
"5277","TC011096"
"5278","TC011097"
"5279","TC011098"
"5280","TC011101"
"5281","TC011104"
"5282","TC011107"
"5283","TC011109"
"5284","TC011111"
"5285","TC011113"
"5286","TC011132"
"5287","TC011133"
"5288","TC011136"
"5289","TC011137"
"5290","TC011138"
"5291","TC011146"
"5292","TC011152"
"5293","TC011153"
"5294","TC011176"
"5295","TC011189"
"5296","TC011194"
"5297","TC011195"
"5298","TC011203"
"5299","TC011208"
"5300","TC011213"
"5301","TC011216"
"5302","TC011218"
"5303","TC011229"
"5304","TC011232"
"5305","TC011237"
"5306","TC011246"
"5307","TC011249"
"5308","TC011253"
"5309","TC011258"
"5310","TC011259"
"5311","TC011260"
"5312","TC011264"
"5313","TC011277"
"5314","TC011278"
"5315","TC011287"
"5316","TC011293"
"5317","TC011305"
"5318","TC011309"
"5319","TC011313"
"5320","TC011314"
"5321","TC011317"
"5322","TC011327"
"5323","TC011332"
"5324","TC011334"
"5325","TC011342"
"5326","TC011348"
"5327","TC011358"
"5328","TC011360"
"5329","TC011362"
"5330","TC011363"
"5331","TC011364"
"5332","TC011366"
"5333","TC011370"
"5334","TC011373"
"5335","TC011375"
"5336","TC011378"
"5337","TC011387"
"5338","TC011398"
"5339","TC011406"
"5340","TC011408"
"5341","TC011409"
"5342","TC011414"
"5343","TC011415"
"5344","TC011416"
"5345","TC011425"
"5346","TC011426"
"5347","TC011452"
"5348","TC011453"
"5349","TC011454"
"5350","TC011474"
"5351","TC011481"
"5352","TC011482"
"5353","TC011510"
"5354","TC011511"
"5355","TC011524"
"5356","TC011531"
"5357","TC011533"
"5358","TC011544"
"5359","TC011575"
"5360","TC011614"
"5361","TC011615"
"5362","TC011617"
"5363","TC011624"
"5364","TC011625"
"5365","TC011630"
"5366","TC011640"
"5367","TC011658"
"5368","TC011675"
"5369","TC011688"
"5370","TC011693"
"5371","TC011718"
"5372","TC011719"
"5373","TC011723"
"5374","TC011726"
"5375","TC011727"
"5376","TC011733"
"5377","TC011761"
"5378","TC011765"
"5379","TC011766"
"5380","TC011767"
"5381","TC011775"
"5382","TC011776"
"5383","TC011779"
"5384","TC011781"
"5385","TC011783"
"5386","TC011788"
"5387","TC011799"
"5388","TC011804"
"5389","TC011811"
"5390","TC011814"
"5391","TC011815"
"5392","TC011821"
"5393","TC011829"
"5394","TC011831"
"5395","TC011835"
"5396","TC011846"
"5397","TC011850"
"5398","TC011852"
"5399","TC011853"
"5400","TC011856"
"5401","TC011858"
"5402","TC011862"
"5403","TC011868"
"5404","TC011876"
"5405","TC011885"
"5406","TC011887"
"5407","TC011890"
"5408","TC011891"
"5409","TC011894"
"5410","TC011897"
"5411","TC011898"
"5412","TC011901"
"5413","TC011904"
"5414","TC011906"
"5415","TC011907"
"5416","TC011908"
"5417","TC011925"
"5418","TC011930"
"5419","TC011931"
"5420","TC011940"
"5421","TC011942"
"5422","TC011943"
"5423","TC011950"
"5424","TC011952"
"5425","TC011955"
"5426","TC011956"
"5427","TC011957"
"5428","TC011959"
"5429","TC011969"
"5430","TC011970"
"5431","TC011977"
"5432","TC011983"
"5433","TC011984"
"5434","TC011985"
"5435","TC011995"
"5436","TC012003"
"5437","TC012007"
"5438","TC012017"
"5439","TC012020"
"5440","TC012021"
"5441","TC012022"
"5442","TC012036"
"5443","TC012038"
"5444","TC012040"
"5445","TC012041"
"5446","TC012045"
"5447","TC012056"
"5448","TC012078"
"5449","TC012079"
"5450","TC012088"
"5451","TC012089"
"5452","TC012092"
"5453","TC012094"
"5454","TC012097"
"5455","TC012101"
"5456","TC012103"
"5457","TC012111"
"5458","TC012127"
"5459","TC012161"
"5460","TC012165"
"5461","TC012181"
"5462","TC012182"
"5463","TC012183"
"5464","TC012186"
"5465","TC012201"
"5466","TC012202"
"5467","TC012204"
"5468","TC012206"
"5469","TC012207"
"5470","TC012208"
"5471","TC012209"
"5472","TC012210"
"5473","TC012211"
"5474","TC012212"
"5475","TC012213"
"5476","TC012224"
"5477","TC012239"
"5478","TC012241"
"5479","TC012242"
"5480","TC012252"
"5481","TC012255"
"5482","TC012260"
"5483","TC012262"
"5484","TC012263"
"5485","TC012265"
"5486","TC012271"
"5487","TC012272"
"5488","TC012274"
"5489","TC012298"
"5490","TC012310"
"5491","TC012317"
"5492","TC012329"
"5493","TC012333"
"5494","TC012335"
"5495","TC012339"
"5496","TC012342"
"5497","TC012350"
"5498","TC012352"
"5499","TC012355"
"5500","TC012357"
"5501","TC012359"
"5502","TC012360"
"5503","TC012366"
"5504","TC012370"
"5505","TC012372"
"5506","TC012380"
"5507","TC012384"
"5508","TC012385"
"5509","TC012386"
"5510","TC012398"
"5511","TC012399"
"5512","TC012400"
"5513","TC012401"
"5514","TC012404"
"5515","TC012409"
"5516","TC012413"
"5517","TC012419"
"5518","TC012420"
"5519","TC012423"
"5520","TC012434"
"5521","TC012441"
"5522","TC012442"
"5523","TC012444"
"5524","TC012450"
"5525","TC012451"
"5526","TC012452"
"5527","TC012456"
"5528","TC012459"
"5529","TC012460"
"5530","TC012472"
"5531","TC012473"
"5532","TC012477"
"5533","TC012478"
"5534","TC012480"
"5535","TC012482"
"5536","TC012485"
"5537","TC012486"
"5538","TC012506"
"5539","TC012510"
"5540","TC012516"
"5541","TC012525"
"5542","TC012526"
"5543","TC012537"
"5544","TC012541"
"5545","TC012549"
"5546","TC012550"
"5547","TC012555"
"5548","TC012564"
"5549","TC012568"
"5550","TC012570"
"5551","TC012577"
"5552","TC012584"
"5553","TC012586"
"5554","TC012588"
"5555","TC012589"
"5556","TC012590"
"5557","TC012594"
"5558","TC012595"
"5559","TC012602"
"5560","TC012603"
"5561","TC012617"
"5562","TC012620"
"5563","TC012646"
"5564","TC012648"
"5565","TC012649"
"5566","TC012651"
"5567","TC012670"
"5568","TC012672"
"5569","TC012673"
"5570","TC012690"
"5571","TC012692"
"5572","TC012693"
"5573","TC012694"
"5574","TC012699"
"5575","TC012703"
"5576","TC012705"
"5577","TC012709"
"5578","TC012713"
"5579","TC012716"
"5580","TC012720"
"5581","TC012721"
"5582","TC012722"
"5583","TC012728"
"5584","TC012732"
"5585","TC012733"
"5586","TC012737"
"5587","TC012739"
"5588","TC012742"
"5589","TC012744"
"5590","TC012746"
"5591","TC012750"
"5592","TC012752"
"5593","TC012759"
"5594","TC012761"
"5595","TC012764"
"5596","TC012767"
"5597","TC012774"
"5598","TC012777"
"5599","TC012788"
"5600","TC012789"
"5601","TC012790"
"5602","TC012805"
"5603","TC012811"
"5604","TC012813"
"5605","TC012825"
"5606","TC012826"
"5607","TC012827"
"5608","TC012828"
"5609","TC012831"
"5610","TC012835"
"5611","TC012836"
"5612","TC012840"
"5613","TC012844"
"5614","TC012865"
"5615","TC012869"
"5616","TC012879"
"5617","TC012881"
"5618","TC012888"
"5619","TC012889"
"5620","TC012892"
"5621","TC012894"
"5622","TC012897"
"5623","TC012899"
"5624","TC012904"
"5625","TC012907"
"5626","TC012916"
"5627","TC012917"
"5628","TC012939"
"5629","TC012940"
"5630","TC012941"
"5631","TC012957"
"5632","TC012959"
"5633","TC012982"
"5634","TC012986"
"5635","TC012987"
"5636","TC012990"
"5637","TC013005"
"5638","TC013022"
"5639","TC013024"
"5640","TC013025"
"5641","TC013026"
"5642","TC013027"
"5643","TC013035"
"5644","TC013054"
"5645","TC013077"
"5646","TC013086"
"5647","TC013092"
"5648","TC013097"
"5649","TC013100"
"5650","TC013102"
"5651","TC013104"
"5652","TC013122"
"5653","TC013124"
"5654","TC013125"
"5655","TC013136"
"5656","TC013141"
"5657","TC013147"
"5658","TC013157"
"5659","TC013158"
"5660","TC013159"
"5661","TC013160"
"5662","TC013164"
"5663","TC013169"
"5664","TC013170"
"5665","TC013173"
"5666","TC013176"
"5667","TC013183"
"5668","TC013188"
"5669","TC013191"
"5670","TC013197"
"5671","TC013198"
"5672","TC013199"
"5673","TC013207"
"5674","TC013208"
"5675","TC013213"
"5676","TC013216"
"5677","TC013219"
"5678","TC013220"
"5679","TC013222"
"5680","TC013223"
"5681","TC013224"
"5682","TC013232"
"5683","TC013233"
"5684","TC013236"
"5685","TC013237"
"5686","TC013238"
"5687","TC013239"
"5688","TC013257"
"5689","TC013258"
"5690","TC013261"
"5691","TC013263"
"5692","TC013271"
"5693","TC013281"
